area_type,size,bath,balcony,price,total_sqft
Plot  Area,4 Bedroom,4.0,2.0,220.0,1500
Plot  Area,2 Bedroom,2.0,0.0,95.0,1440
Super built-up  Area,2 BHK,2.0,1.0,40.0,900
Built-up  Area,4 BHK,4.0,1.0,230.0,1200
Super built-up  Area,2 BHK,2.0,1.0,42.16,1130
Super built-up  Area,2 BHK,2.0,1.0,165.0,1320
Super built-up  Area,2 BHK,2.0,1.0,98.0,1270
Built-up  Area,2 BHK,2.0,1.0,62.0,1200
Super built-up  Area,4 BHK,4.0,,235.0,4800
Super built-up  Area,2 BHK,2.0,1.0,74.0,1200
Super built-up  Area,2 BHK,2.0,0.0,50.17,929
Built-up  Area,4 BHK,4.0,2.0,260.0,1150
Plot  Area,4 Bedroom,4.0,3.0,180.0,1125
Plot  Area,5 Bedroom,3.0,2.0,65.0,500
Plot  Area,5 Bedroom,5.0,2.0,190.0,1200
Super built-up  Area,3 BHK,3.0,2.0,56.0,1464
Super built-up  Area,4 BHK,4.0,3.0,400.0,3600
Plot  Area,4 Bedroom,4.0,2.0,99.0,2000
Super built-up  Area,2 BHK,2.0,1.0,49.0,1208
Super built-up  Area,2 BHK,2.0,2.0,60.0,1130
Super built-up  Area,3 BHK,3.0,2.0,120.0,1753
Super built-up  Area,5 BHK,7.0,3.0,337.0,4500
Plot  Area,3 Bedroom,3.0,2.0,58.0,600
Super built-up  Area,2 BHK,2.0,2.0,94.42,1196
Built-up  Area,2 BHK,3.0,3.0,52.5,1150
Super built-up  Area,2 BHK,2.0,1.0,63.0,1128
Super built-up  Area,2 BHK,2.0,1.0,53.0,1000
Super built-up  Area,2 BHK,2.0,1.0,45.0,1035
Built-up  Area,2 BHK,2.0,1.0,32.0,950
Super built-up  Area,3 BHK,2.0,1.0,36.0,1075
Super built-up  Area,2 BHK,2.0,1.0,48.5,1040
Plot  Area,2 Bedroom,2.0,1.0,45.0,720
Super built-up  Area,3 BHK,3.0,1.0,95.0,1511
Built-up  Area,3 BHK,3.0,1.0,58.0,1300
Super built-up  Area,3 BHK,3.0,1.0,68.75,1545
Built-up  Area,1 BHK,2.0,0.0,26.0,375
Super built-up  Area,2 BHK,2.0,3.0,38.0,1062
Super built-up  Area,2 BHK,2.0,1.0,40.0,1115
Super built-up  Area,2 BHK,2.0,1.0,35.0,1000
Super built-up  Area,2 BHK,2.0,1.0,45.0,883
Super built-up  Area,2 BHK,2.0,1.0,70.0,1195
Plot  Area,4 Bedroom,3.0,1.0,165.0,1200
Built-up  Area,1 Bedroom,1.0,0.0,41.0,700
Super built-up  Area,2 BHK,2.0,1.0,67.0,1246
Plot  Area,4 Bedroom,4.0,2.0,90.0,660
Plot  Area,4 Bedroom,4.0,2.0,145.0,8500
Super built-up  Area,4 BHK,4.0,1.0,80.0,1600
Super built-up  Area,4 BHK,5.0,3.0,154.0,2805
Super built-up  Area,3 BHK,3.0,,65.0,1584
Plot  Area,4 Bedroom,5.0,1.0,275.0,3000
Built-up  Area,3 BHK,2.0,2.0,48.0,1175
Built-up  Area,3 BHK,3.0,2.0,115.0,1595
Super built-up  Area,2 BHK,2.0,2.0,110.0,1353
Super built-up  Area,3 BHK,3.0,2.0,125.0,1599
Super built-up  Area,2 BHK,2.0,1.0,70.0,1150
Super built-up  Area,4 BHK,6.0,1.0,465.0,5230
Super built-up  Area,2 BHK,2.0,2.0,42.74,1155
Built-up  Area,1 BHK,2.0,0.0,85.0,1200
Super built-up  Area,2 BHK,2.0,1.0,25.0,1000
Super built-up  Area,4 BHK,4.0,,120.0,3000
Built-up  Area,3 BHK,3.0,1.0,160.0,1867
Super built-up  Area,2 BHK,2.0,1.0,47.0,1251
Super built-up  Area,2 BHK,2.0,1.0,45.5,1028
Super built-up  Area,2 BHK,2.0,2.0,45.0,1222
Super built-up  Area,3 BHK,2.0,1.0,66.0,1170
Super built-up  Area,3 BHK,4.0,1.0,245.0,2400
Super built-up  Area,3 BHK,2.0,2.0,48.48,1385
Super built-up  Area,2 BHK,2.0,1.0,68.0,1372
Super built-up  Area,3 BHK,2.0,2.0,49.0,1282
Super built-up  Area,9 BHK,9.0,3.0,210.0,5000
Built-up  Area,5 Bedroom,3.0,1.0,528.0,3000
Super built-up  Area,2 BHK,2.0,1.0,39.73,1135
Built-up  Area,3 BHK,3.0,2.0,101.0,1768
Built-up  Area,3 BHK,2.0,1.0,90.0,1325
Super built-up  Area,3 BHK,3.0,2.0,99.0,1599
Plot  Area,3 Bedroom,3.0,1.0,61.95,1500
Plot  Area,3 Bedroom,3.0,0.0,499.0,2610
Super built-up  Area,2 BHK,2.0,2.0,63.0,1286
Built-up  Area,5 BHK,5.0,1.0,140.0,2845
Super built-up  Area,3 BHK,2.0,,50.0,1600
Super built-up  Area,2 BHK,2.0,0.0,63.77,1195 - 1440
Super built-up  Area,3 BHK,5.0,2.0,260.0,3450
Super built-up  Area,2 BHK,2.0,2.0,53.67,1102
Super built-up  Area,2 BHK,2.0,2.0,54.0,1350
Super built-up  Area,3 BHK,2.0,2.0,42.0,1200
Plot  Area,6 Bedroom,6.0,0.0,145.0,1300
Plot  Area,2 Bedroom,1.0,1.0,80.0,1800
Built-up  Area,2 BHK,2.0,1.0,40.0,950
Super built-up  Area,1 BHK,1.0,1.0,27.25,525
Built-up  Area,2 BHK,2.0,1.0,25.0,656
Plot  Area,4 Bedroom,4.0,3.0,175.0,1780
Super built-up  Area,2 BHK,2.0,1.0,80.0,1056
Super built-up  Area,1 BHK,1.0,1.0,33.32,595
Built-up  Area,2 BHK,2.0,2.0,50.0,1080
Super built-up  Area,3 BHK,3.0,1.0,160.0,2225
Super built-up  Area,2 BHK,2.0,1.0,28.15,1126
Super built-up  Area,3 BHK,3.0,1.0,84.0,1490
Plot  Area,4 Bedroom,4.0,1.0,300.0,2000
Super built-up  Area,3 BHK,3.0,3.0,100.0,1550
Super built-up  Area,3 BHK,3.0,2.0,86.0,1600
Built-up  Area,2 BHK,2.0,1.0,55.0,1160
Built-up  Area,4 Bedroom,4.0,3.0,315.0,4144
Super built-up  Area,3 BHK,3.0,2.0,125.0,2100
Super built-up  Area,2 BHK,2.0,1.0,69.3,1404
Plot  Area,4 Bedroom,4.0,3.0,225.0,2230
Super built-up  Area,3 BHK,3.0,,120.0,1544
Super built-up  Area,3 BHK,2.0,1.0,58.7,1305
Super built-up  Area,2 BHK,2.0,2.0,80.0,1230
Plot  Area,2 Bedroom,2.0,0.0,65.0,1200
Super built-up  Area,3 BHK,3.0,1.0,73.0,1460
Plot  Area,,,,34.185,1200 - 2400
Built-up  Area,2 BHK,2.0,3.0,45.0,967
Built-up  Area,1 Bedroom,1.0,1.0,36.0,540
Super built-up  Area,1 BHK,1.0,2.0,46.0,715
Super built-up  Area,3 BHK,3.0,2.0,313.0,2500
Super built-up  Area,3 BHK,3.0,1.0,180.0,1578
Super built-up  Area,2 BHK,2.0,1.0,48.95,1020
Super built-up  Area,2 BHK,2.0,1.0,40.0,1020
Super built-up  Area,2 BHK,2.0,1.0,102.0,1253
Super built-up  Area,2 BHK,2.0,2.0,42.0,1180
Super built-up  Area,2 BHK,2.0,2.0,38.0,961
Built-up  Area,3 BHK,3.0,3.0,75.0,1419
Super built-up  Area,3 BHK,3.0,2.0,150.0,1709
Plot  Area,2 Bedroom,2.0,0.0,115.0,1600
Super built-up  Area,1 BHK,1.0,1.0,18.5,416
Carpet  Area,2 BHK,2.0,2.0,98.0,1100
Super built-up  Area,3 BHK,2.0,1.0,65.0,1430
Super built-up  Area,2 BHK,2.0,2.0,45.0,1260
Built-up  Area,3 BHK,3.0,2.0,85.0,1630
Super built-up  Area,3 BHK,3.0,2.0,44.71,1249
Super built-up  Area,3 BHK,2.0,3.0,85.0,1450
Super built-up  Area,3 BHK,3.0,1.0,223.0,2791
Super built-up  Area,1 BHK,1.0,0.0,90.0,600
Built-up  Area,1 BHK,1.0,1.0,60.0,834
Plot  Area,3 Bedroom,4.0,1.0,70.0,1125
Super built-up  Area,3 BHK,3.0,2.0,140.0,2060
Super built-up  Area,7 BHK,7.0,3.0,2200.0,12000
Built-up  Area,2 BHK,2.0,1.0,25.0,891
Super built-up  Area,2 BHK,2.0,1.0,49.07,1133
Built-up  Area,3 BHK,2.0,1.0,37.0,1075
Super built-up  Area,4 BHK,5.0,2.0,260.0,3000
Plot  Area,4 Bedroom,5.0,2.0,425.0,2440
Built-up  Area,2 BHK,2.0,2.0,55.0,1200
Super built-up  Area,2 BHK,2.0,2.0,45.8,1075
Super built-up  Area,2 BHK,2.0,2.0,40.0,1140
Plot  Area,5 Bedroom,4.0,2.0,150.0,940
Plot  Area,6 Bedroom,5.0,1.0,250.0,2160
Super built-up  Area,2 BHK,2.0,1.0,42.0,1090
Built-up  Area,4 Bedroom,4.0,1.0,70.0,1500
Super built-up  Area,4 BHK,4.0,2.0,360.0,4104
Super built-up  Area,3 BHK,3.0,,100.0,1790
Super built-up  Area,3 BHK,3.0,2.0,134.0,1920
Built-up  Area,2 BHK,2.0,2.0,95.0,1374
Carpet  Area,3 BHK,3.0,2.0,95.0,1445
Super built-up  Area,1 BHK,1.0,1.0,36.0,711
Super built-up  Area,3 BHK,3.0,3.0,95.0,1500
Super built-up  Area,3 BHK,3.0,3.0,100.0,1720
Super built-up  Area,3 BHK,3.0,2.0,60.0,1400
Built-up  Area,2 BHK,2.0,2.0,49.0,1030
Super built-up  Area,2 BHK,2.0,1.0,85.0,1200
Carpet  Area,3 BHK,3.0,2.0,70.0,1375
Plot  Area,2 Bedroom,1.0,,56.0,1050
Super built-up  Area,3 BHK,3.0,2.0,160.0,2250
Super built-up  Area,2 BHK,2.0,2.0,50.0,1000
Super built-up  Area,1 BHK,1.0,0.0,25.0,469
Super built-up  Area,4 BHK,4.0,3.0,250.0,3800
Super built-up  Area,2 BHK,2.0,1.0,29.0,883
Super built-up  Area,3 BHK,2.0,3.0,86.0,1820
Built-up  Area,3 BHK,2.0,3.0,65.0,1440
Super built-up  Area,6 BHK,4.0,1.0,160.0,3600
Built-up  Area,4 BHK,5.0,2.0,325.0,2500
Super built-up  Area,2 BHK,2.0,2.0,48.0,1225
Plot  Area,3 Bedroom,3.0,1.0,660.0,4000
Carpet  Area,2 BHK,2.0,3.0,52.8,875
Super built-up  Area,1 BHK,1.0,2.0,40.0,750
Super built-up  Area,2 BHK,2.0,3.0,80.0,1180
Super built-up  Area,2 BHK,2.0,2.0,47.0,1194
Super built-up  Area,3 BHK,2.0,2.0,62.0,1500
Super built-up  Area,2 BHK,2.0,2.0,52.2,1160
Built-up  Area,9 Bedroom,9.0,,265.0,4125Perch
Super built-up  Area,3 BHK,3.0,1.0,262.0,2378
Super built-up  Area,2 BHK,2.0,1.0,60.0,1128
Super built-up  Area,3 BHK,3.0,1.0,150.0,1500
Built-up  Area,3 BHK,2.0,1.0,35.23,1220
Super built-up  Area,2 BHK,2.0,2.0,58.0,1210
Super built-up  Area,3 BHK,2.0,1.0,58.0,1100
Super built-up  Area,3 BHK,3.0,2.0,46.0,1200
Built-up  Area,4 BHK,5.0,,260.0,3385
Super built-up  Area,3 BHK,3.0,2.0,66.0,1641
Super built-up  Area,2 BHK,2.0,1.0,45.0,1200
Super built-up  Area,2 BHK,2.0,1.0,67.39,1260
Super built-up  Area,3 BHK,3.0,3.0,78.0,1720
Super built-up  Area,2 BHK,2.0,0.0,48.13,1120 - 1145
Super built-up  Area,2 BHK,2.0,1.0,45.98,1210
Built-up  Area,4 Bedroom,4.0,2.0,200.0,2200
Super built-up  Area,3 BHK,2.0,1.0,45.0,1075
Built-up  Area,3 BHK,3.0,2.0,130.0,1702
Super built-up  Area,2 BHK,2.0,2.0,200.0,1630
Super built-up  Area,2 BHK,2.0,2.0,38.55,1141
Super built-up  Area,3 BHK,3.0,2.0,108.0,2072
Super built-up  Area,5 BHK,,,375.0,4400 - 6640
Built-up  Area,3 Bedroom,2.0,0.0,70.0,1200
Super built-up  Area,3 BHK,3.0,0.0,77.0,1350
Built-up  Area,4 Bedroom,4.0,0.0,445.0,3090 - 5002
Super built-up  Area,3 BHK,2.0,2.0,78.34,1180
Built-up  Area,3 BHK,3.0,3.0,130.0,35000
Super built-up  Area,2 BHK,2.0,2.0,115.0,1355
Plot  Area,1 Bedroom,1.0,0.0,50.0,600
Plot  Area,7 Bedroom,7.0,,150.0,1200
Super built-up  Area,3 BHK,2.0,1.0,120.0,1640
Plot  Area,5 Bedroom,5.0,0.0,100.0,1200
Super built-up  Area,3 BHK,2.0,2.0,57.0,1190
Plot  Area,4 Bedroom,4.0,2.0,375.0,2400
Super built-up  Area,2 BHK,2.0,2.0,49.85,1019
Super built-up  Area,3 BHK,3.0,2.0,165.0,1875
Super built-up  Area,3 BHK,3.0,2.0,40.0,1250
Plot  Area,3 Bedroom,3.0,2.0,140.0,1200
Super built-up  Area,2 BHK,2.0,1.0,56.0,1140
Super built-up  Area,3 BHK,3.0,1.0,109.0,1683
Super built-up  Area,3 BHK,3.0,,83.3,1515
Super built-up  Area,4 BHK,4.0,2.0,111.0,2118
Built-up  Area,4 Bedroom,3.0,0.0,58.0,1380
Super built-up  Area,2 BHK,2.0,2.0,61.75,1083
Plot  Area,2 Bedroom,2.0,1.0,55.0,600
Built-up  Area,3 BHK,3.0,3.0,120.0,2300
Super built-up  Area,2 BHK,2.0,2.0,60.0,1240
Super built-up  Area,3 BHK,3.0,1.0,120.0,1750
Super built-up  Area,2 BHK,2.0,,43.48,1230
Plot  Area,3 Bedroom,3.0,1.0,139.0,1500
Super built-up  Area,2 BHK,2.0,1.0,40.39,985
Plot  Area,3 Bedroom,2.0,1.0,87.0,1500
Built-up  Area,2 BHK,2.0,1.0,32.49,1125
Built-up  Area,2 BHK,2.0,1.0,44.0,950
Super built-up  Area,5 BHK,,,548.5,4400 - 6800
Super built-up  Area,3 BHK,3.0,3.0,76.0,1580
Plot  Area,3 Bedroom,2.0,1.0,98.5,1092
Built-up  Area,2 BHK,2.0,1.0,28.34,1090
Built-up  Area,3 Bedroom,3.0,1.0,159.0,2264
Super built-up  Area,3 BHK,2.0,2.0,25.53,1033
Super built-up  Area,2 BHK,2.0,2.0,24.5,810
Super built-up  Area,2 BHK,2.0,0.0,45.0,1045
Super built-up  Area,2 BHK,2.0,1.0,82.0,1337
Super built-up  Area,2 BHK,2.0,2.0,32.0,1200
Super built-up  Area,3 BHK,3.0,2.0,160.0,1580
Super built-up  Area,3 BHK,2.0,3.0,54.0,1500
Super built-up  Area,3 BHK,4.0,2.0,91.0,1640
Super built-up  Area,3 BHK,3.0,2.0,62.0,1570
Super built-up  Area,3 BHK,2.0,2.0,82.0,1470
Super built-up  Area,2 BHK,2.0,2.0,40.61,1160
Built-up  Area,2 BHK,2.0,1.0,71.0,1050
Super built-up  Area,3 BHK,3.0,1.0,225.0,1855
Super built-up  Area,3 BHK,2.0,1.0,90.0,1460
Built-up  Area,3 BHK,3.0,2.0,100.0,1823
Super built-up  Area,2 BHK,2.0,2.0,42.0,1094
Super built-up  Area,2 BHK,2.0,2.0,57.0,1153
Built-up  Area,3 BHK,3.0,1.0,57.0,1325
Plot  Area,4 Bedroom,3.0,2.0,85.0,1200
Built-up  Area,3 BHK,2.0,2.0,125.0,1590
Plot  Area,5 Bedroom,4.0,2.0,160.0,1210
Plot  Area,4 Bedroom,4.0,0.0,220.0,1200
Super built-up  Area,2 BHK,2.0,1.0,48.0,1202
Built-up  Area,2 BHK,2.0,1.0,53.0,1202
Super built-up  Area,2 BHK,2.0,3.0,62.5,1200
Super built-up  Area,3 BHK,3.0,1.0,118.0,1688
Built-up  Area,2 BHK,2.0,1.0,52.0,1020
Super built-up  Area,2 BHK,2.0,2.0,47.0,1185
Super built-up  Area,2 BHK,2.0,1.0,52.04,1235
Super built-up  Area,4 BHK,5.0,1.0,500.0,3205
Super built-up  Area,2 BHK,2.0,2.0,37.64,1077
Super built-up  Area,3 BHK,2.0,3.0,66.0,1415
Super built-up  Area,3 BHK,3.0,2.0,162.0,2330
Super built-up  Area,2 BHK,2.0,2.0,35.0,805
Built-up  Area,1 BHK,1.0,0.0,20.03,425
Super built-up  Area,2 BHK,2.0,3.0,59.95,1155
Super built-up  Area,4 BHK,4.0,3.0,1250.0,5270
Super built-up  Area,2 BHK,2.0,1.0,22.0,656
Built-up  Area,2 BHK,2.0,0.0,48.0,1100
Super built-up  Area,2 BHK,2.0,3.0,52.0,1150
Plot  Area,1 Bedroom,1.0,1.0,60.0,600
Super built-up  Area,2 BHK,2.0,1.0,140.0,1468
Plot  Area,4 Bedroom,5.0,2.0,550.0,4300
Super built-up  Area,3 BHK,4.0,2.0,126.0,2280
Super built-up  Area,2 BHK,2.0,1.0,97.0,1341
Super built-up  Area,2 BHK,2.0,1.0,77.0,1279
Super built-up  Area,4 BHK,4.0,0.0,98.88,2225
Super built-up  Area,2 BHK,2.0,2.0,43.51,1185
Super built-up  Area,3 BHK,3.0,2.0,85.0,1750
Super built-up  Area,2 BHK,2.0,1.0,53.5,1152
Plot  Area,5 Bedroom,4.0,1.0,160.0,1000
Super built-up  Area,2 BHK,2.0,3.0,36.0,1300
Plot  Area,4 Bedroom,4.0,2.0,155.0,2760
Super built-up  Area,2 BHK,2.0,2.0,39.0,1070
Super built-up  Area,2 BHK,2.0,0.0,45.0,1101
Super built-up  Area,2 BHK,2.0,1.0,55.0,775
Super built-up  Area,1 BHK,1.0,1.0,36.85,667
Super built-up  Area,2 BHK,2.0,1.0,55.0,1070
Built-up  Area,3 BHK,2.0,2.0,110.0,1875
Super built-up  Area,2 BHK,2.0,1.0,57.99,735
Plot  Area,5 Bedroom,4.0,1.0,90.0,4360
Super built-up  Area,3 BHK,3.0,2.0,130.0,1750
Super built-up  Area,2 BHK,2.0,1.0,67.0,1215
Plot  Area,9 Bedroom,9.0,3.0,190.0,600
Super built-up  Area,2 BHK,2.0,1.0,30.0,820
Super built-up  Area,2 BHK,2.0,0.0,59.935,1160 - 1195
Super built-up  Area,3 BHK,3.0,2.0,89.61,1779
Built-up  Area,2 BHK,2.0,2.0,58.0,1105
Built-up  Area,1 BHK,2.0,1.0,93.0,1000Sq. Meter
Super built-up  Area,3 BHK,3.0,2.0,60.0,1650
Super built-up  Area,2 BHK,2.0,2.0,150.0,1694
Super built-up  Area,3 BHK,3.0,1.0,203.0,2376
Super built-up  Area,3 BHK,3.0,3.0,150.0,1975
Super built-up  Area,2 BHK,2.0,1.0,33.0,674
Super built-up  Area,2 BHK,2.0,1.0,41.0,1185
Super built-up  Area,1 RK,1.0,0.0,28.0,445
Built-up  Area,6 Bedroom,7.0,,76.0,900
Super built-up  Area,3 BHK,3.0,2.0,75.0,1475
Super built-up  Area,3 BHK,3.0,3.0,82.5,1618
Super built-up  Area,2 BHK,2.0,0.0,65.0,1120
Super built-up  Area,4 BHK,3.0,2.0,152.0,2181
Plot  Area,4 Bedroom,4.0,0.0,90.0,1200
Plot  Area,6 Bedroom,4.0,3.0,65.0,600
Super built-up  Area,3 BHK,2.0,1.0,59.13,1556
Super built-up  Area,2 BHK,2.0,1.0,66.02,1179
Super built-up  Area,2 BHK,2.0,2.0,83.0,1296
Built-up  Area,2 BHK,2.0,2.0,52.0,1275
Built-up  Area,7 Bedroom,2.0,2.0,300.0,1875
Super built-up  Area,3 BHK,2.0,2.0,77.0,1400
Super built-up  Area,2 BHK,2.0,1.0,63.0,1222
Super built-up  Area,2 BHK,2.0,1.0,41.0,940
Super built-up  Area,2 BHK,2.0,2.0,42.6,1185
Super built-up  Area,3 BHK,3.0,2.0,112.0,1779
Super built-up  Area,3 BHK,3.0,2.0,59.76,1615
Super built-up  Area,4 BHK,,,453.0,4000 - 5249
Super built-up  Area,2 BHK,2.0,1.0,61.0,1056
Super built-up  Area,2 BHK,2.0,0.0,46.0,1100
Built-up  Area,2 BHK,2.0,1.0,40.0,920
Super built-up  Area,3 BHK,2.0,0.0,75.0,1602
Built-up  Area,2 BHK,2.0,0.0,62.0,1176
Plot  Area,4 Bedroom,3.0,1.0,59.0,675
Super built-up  Area,3 BHK,3.0,0.0,135.0,1352
Built-up  Area,3 BHK,3.0,3.0,99.0,1717
Plot  Area,4 Bedroom,4.0,1.0,80.0,10961
Super built-up  Area,4 BHK,4.0,3.0,111.0,2119
Super built-up  Area,2 BHK,2.0,1.0,67.3,1246
Super built-up  Area,2 BHK,2.0,1.0,42.79,1141
Built-up  Area,2 BHK,2.0,1.0,84.0,1157
Super built-up  Area,2 BHK,2.0,2.0,27.68,1025
Built-up  Area,1 BHK,1.0,2.0,33.0,650
Super built-up  Area,2 BHK,2.0,1.0,98.0,1349
Super built-up  Area,3 BHK,3.0,1.0,83.3,1566
Super built-up  Area,4 BHK,3.0,3.0,195.0,2830
Built-up  Area,3 BHK,2.0,1.0,38.13,1320
Super built-up  Area,3 BHK,3.0,1.0,84.83,1780
Super built-up  Area,2 BHK,2.0,1.0,34.9,1091
Super built-up  Area,4 BHK,4.0,3.0,300.0,3670
Built-up  Area,2 BHK,2.0,1.0,50.49,918
Super built-up  Area,4 BHK,4.0,0.0,130.0,1950
Super built-up  Area,3 BHK,3.0,1.0,90.0,1695
Super built-up  Area,3 BHK,3.0,2.0,95.0,1705
Built-up  Area,3 BHK,3.0,2.0,75.0,1375
Super built-up  Area,1 BHK,1.0,1.0,30.0,525
Built-up  Area,2 BHK,2.0,1.0,83.0,1447
Super built-up  Area,2 BHK,2.0,1.0,39.0,1114
Super built-up  Area,3 BHK,2.0,1.0,100.0,1450
Super built-up  Area,2 BHK,1.0,0.0,15.0,460
Built-up  Area,2 BHK,2.0,2.0,40.0,1022
Built-up  Area,2 BHK,2.0,2.0,45.0,1000
Super built-up  Area,2 BHK,2.0,1.0,68.75,1128
Super built-up  Area,2 BHK,2.0,2.0,57.0,1180
Built-up  Area,6 Bedroom,6.0,1.0,69.0,1000
Plot  Area,2 Bedroom,2.0,1.0,150.0,1200
Super built-up  Area,3 BHK,3.0,2.0,660.0,3761
Super built-up  Area,2 BHK,2.0,3.0,75.0,1339
Super built-up  Area,3 BHK,2.0,3.0,55.0,1400
Super built-up  Area,2 BHK,2.0,1.0,39.52,1040
Super built-up  Area,2 BHK,2.0,2.0,58.0,1198
Plot  Area,4 Bedroom,3.0,,95.0,1200
Super built-up  Area,3 BHK,3.0,2.0,113.0,1691
Super built-up  Area,3 BHK,3.0,2.0,36.0,1075
Super built-up  Area,3 BHK,3.0,2.0,194.0,1630
Super built-up  Area,3 BHK,3.0,2.0,43.5,1240
Super built-up  Area,2 BHK,2.0,0.0,58.935,1115 - 1130
Super built-up  Area,3 BHK,3.0,2.0,86.58,1665
Built-up  Area,3 BHK,3.0,,94.0,2489
Built-up  Area,2 BHK,2.0,2.0,70.0,1142
Super built-up  Area,3 BHK,3.0,1.0,184.0,1976
Plot  Area,4 Bedroom,4.0,,600.0,5500
Super built-up  Area,3 BHK,3.0,2.0,82.0,1853
Plot  Area,8 Bedroom,4.0,1.0,72.0,600
Super built-up  Area,2 BHK,2.0,2.0,92.0,1567
Super built-up  Area,2 BHK,2.0,1.0,27.24,1090
Plot  Area,6 Bedroom,4.0,2.0,125.0,1200
Plot  Area,4 Bedroom,4.0,1.0,640.0,2400
Super built-up  Area,2 BHK,2.0,2.0,51.47,1175
Built-up  Area,2 BHK,2.0,2.0,52.0,1200
Built-up  Area,2 BHK,2.0,1.0,41.0,995
Super built-up  Area,2 BHK,2.0,1.0,41.1,884
Plot  Area,5 Bedroom,3.0,2.0,80.0,900
Built-up  Area,2 BHK,2.0,2.0,57.0,1170
Super built-up  Area,2 BHK,2.0,1.0,46.55,1225
Super built-up  Area,2 BHK,2.0,1.0,73.3,1342
Built-up  Area,2 BHK,2.0,1.0,67.0,1345
Built-up  Area,3 BHK,3.0,0.0,65.0,1320
Super built-up  Area,2 BHK,2.0,,45.0,1100Sq. Yards
Super built-up  Area,2 BHK,2.0,1.0,49.39,1140
Super built-up  Area,2 BHK,2.0,1.0,50.0,1300
Super built-up  Area,3 BHK,3.0,2.0,85.0,1652
Super built-up  Area,3 BHK,4.0,2.0,142.0,2072
Built-up  Area,3 BHK,2.0,,95.0,1740
Super built-up  Area,3 BHK,2.0,1.0,71.0,1360
Super built-up  Area,3 BHK,2.0,2.0,60.0,1145
Built-up  Area,3 BHK,2.0,0.0,40.0,1540
Super built-up  Area,2 BHK,2.0,2.0,95.0,1278
Super built-up  Area,1 BHK,1.0,1.0,40.0,630
Super built-up  Area,3 BHK,3.0,2.0,58.0,1100
Plot  Area,3 Bedroom,3.0,0.0,95.0,1200
Built-up  Area,7 Bedroom,6.0,2.0,115.0,2500
Super built-up  Area,1 BHK,1.0,0.0,15.135,520 - 645
Super built-up  Area,2 BHK,2.0,2.0,25.88,1015
Built-up  Area,5 Bedroom,5.0,2.0,240.0,3300
Plot  Area,5 Bedroom,5.0,1.0,415.0,4500
Super built-up  Area,3 BHK,2.0,3.0,66.0,1356
Super built-up  Area,2 BHK,2.0,1.0,28.0,823
Plot  Area,3 Bedroom,2.0,0.0,66.0,1200
Built-up  Area,2 BHK,2.0,0.0,37.0,1050
Super built-up  Area,2 BHK,2.0,1.0,69.0,1180
Super built-up  Area,2 BHK,2.0,3.0,51.91,1116
Super built-up  Area,2 BHK,2.0,1.0,42.79,1070
Super built-up  Area,2 BHK,2.0,3.0,80.0,1385
Plot  Area,1 Bedroom,1.0,1.0,70.0,1000
Built-up  Area,3 BHK,3.0,2.0,130.0,1897
Super built-up  Area,2 BHK,2.0,1.0,55.78,1005
Super built-up  Area,3 BHK,3.0,2.0,125.0,1575
Super built-up  Area,2 BHK,2.0,1.0,65.0,975
Super built-up  Area,3 BHK,3.0,2.0,120.0,1904
Super built-up  Area,1 BHK,1.0,1.0,30.0,930
Super built-up  Area,1 BHK,1.0,1.0,26.0,525
Super built-up  Area,1 BHK,1.0,1.0,17.0,686
Plot  Area,2 Bedroom,3.0,1.0,150.0,2400
Plot  Area,2 Bedroom,1.0,0.0,233.0,1410
Built-up  Area,3 Bedroom,3.0,1.0,140.0,2238
Super built-up  Area,2 BHK,2.0,1.0,69.0,1174
Built-up  Area,4 Bedroom,4.0,3.0,239.0,3800
Super built-up  Area,3 BHK,2.0,1.0,125.0,2225
Super built-up  Area,2 BHK,2.0,0.0,200.0,1250
Super built-up  Area,2 BHK,2.0,2.0,52.0,918
Super built-up  Area,2 BHK,2.0,3.0,52.0,1250
Super built-up  Area,3 BHK,3.0,,110.0,1800
Built-up  Area,2 BHK,2.0,3.0,53.0,1170
Super built-up  Area,1 BHK,1.0,0.0,200.0,1300
Built-up  Area,2 BHK,2.0,1.0,45.0,793
Super built-up  Area,3 BHK,3.0,2.0,107.0,1710
Super built-up  Area,3 BHK,2.0,1.0,57.5,1082
Super built-up  Area,2 BHK,2.0,2.0,33.03,1001
Built-up  Area,4 Bedroom,4.0,,180.0,1500
Super built-up  Area,3 BHK,2.0,1.0,54.0,1590
Super built-up  Area,3 BHK,2.0,0.0,80.0,2400
Super built-up  Area,3 BHK,3.0,2.0,55.0,1554
Super built-up  Area,2 BHK,2.0,0.0,43.415,1000 - 1285
Super built-up  Area,5 BHK,5.0,2.0,423.0,4239
Built-up  Area,2 Bedroom,1.0,0.0,58.0,884
Super built-up  Area,2 BHK,2.0,1.0,98.89,1045
Super built-up  Area,2 BHK,2.0,2.0,49.86,1019
Super built-up  Area,3 BHK,4.0,2.0,130.0,1935
Super built-up  Area,3 BHK,2.0,2.0,39.73,1135
Super built-up  Area,3 BHK,3.0,2.0,150.0,1680
Super built-up  Area,4 BHK,5.0,2.0,247.0,2470
Super built-up  Area,4 BHK,4.0,3.0,250.0,2825
Super built-up  Area,3 BHK,3.0,1.0,330.0,2480
Plot  Area,9 Bedroom,11.0,,290.0,1260
